	A1BG
TCGA-CJ-4869-01A-02R-1426-07	1870.0
TCGA-CV-5971-01A-11R-1686-07	1870.0
TCGA-CV-7103-01A-21R-2016-07	1870.0
TCGA-E2-A10B-01A-11R-A10J-07	1870.0
TCGA-05-4250-01A-01R-1107-07	1871.0
TCGA-27-1835-01A-01R-1850-01	1871.0
TCGA-CR-7368-01A-11R-2132-07	1871.0
TCGA-D8-A1JF-01A-11R-A13Q-07	1871.0
TCGA-E2-A105-01A-11R-A10J-07	1871.0
TCGA-FD-A3B4-01A-12R-A206-07	1871.0
TCGA-60-2714-01A-01R-0851-07	1872.0
TCGA-AB-2988-03B-01T-0748-13	1872.0
TCGA-AJ-A23O-01A-11R-A157-07	1872.0
TCGA-B5-A1N2-01A-21R-A144-07	1872.0
TCGA-HN-A2NL-01A-11R-A18M-07	1872.0
TCGA-60-2723-01A-01R-0851-07	1873.0
TCGA-AR-A24K-01A-11R-A169-07	1873.0
TCGA-BH-A18V-01A-11R-A12D-07	1873.0
TCGA-CQ-5325-01A-01R-1686-07	1873.0
TCGA-44-2662-01A-01R-0946-07	1874.0
TCGA-50-6673-01A-11R-1949-07	1874.0
TCGA-61-1738-01A-01R-1567-13	1874.0
TCGA-B0-4693-01A-01R-1277-07	1874.0
TCGA-B0-5121-01A-02R-1420-07	1874.0
TCGA-C8-A130-01A-31R-A115-07	1874.0
TCGA-A2-A0CZ-01A-11R-A034-07	1875.0
TCGA-A2-A0EO-01A-11R-A034-07	1875.0
TCGA-A7-A13D-01A-13R-A12P-07	1875.0
TCGA-AR-A24M-01A-11R-A169-07	1875.0
TCGA-BH-A0W7-01A-11R-A115-07	1875.0
TCGA-BH-A18M-01A-11R-A12D-07	1875.0
TCGA-60-2707-01A-01R-0851-07	1877.0
TCGA-A2-A0CM-01A-31R-A034-07	1877.0
TCGA-AB-2858-03A-01T-0736-13	1877.0
TCGA-B2-5641-01A-01R-1541-07	1877.0
TCGA-CV-6945-01A-11R-1915-07	1877.0
TCGA-13-0897-01A-01R-1564-13	1878.0
TCGA-AR-A24N-01A-11R-A169-07	1878.0
TCGA-BB-4225-01A-01R-1436-07	1878.0
TCGA-CV-7428-01A-11R-2132-07	1878.0
TCGA-D8-A27T-01A-11R-A16F-07	1878.0
TCGA-A8-A06P-01A-11R-A00Z-07	1879.0
TCGA-BH-A0B5-01A-11R-A12P-07	1879.0
TCGA-BH-A0DE-01A-11R-A115-07	1879.0
TCGA-23-1123-01A-01R-1565-13	1880.0
TCGA-AB-2899-03A-01T-0736-13	1880.0
TCGA-AR-A0TZ-01A-12R-A084-07	1880.0
TCGA-AR-A0U2-01A-11R-A109-07	1880.0
TCGA-28-5218-01A-01R-1850-01	1881.0
TCGA-C8-A12O-01A-11R-A115-07	1881.0
TCGA-D8-A1XR-01A-11R-A14M-07	1881.0
TCGA-AN-A0XV-01A-11R-A109-07	1882.0
TCGA-BH-A0BC-01A-22R-A084-07	1882.0
TCGA-A1-A0SN-01A-11R-A144-07	1883.0
TCGA-A2-A0CV-01A-31R-A115-07	1883.0
TCGA-BH-A0B3-01A-11R-A056-07	1883.0
TCGA-BH-A0DQ-01A-11R-A084-07	1883.0
TCGA-D8-A1XS-01A-11R-A14M-07	1883.0
TCGA-EW-A1PA-01A-11R-A144-07	1883.0
TCGA-AA-3982-01A-02R-1022-07	1884.0
TCGA-AO-A0J2-01A-11R-A034-07	1885.0
TCGA-55-7227-01A-11R-2039-07	1886.0
TCGA-AB-2950-03A-01T-0735-13	1886.0
TCGA-AO-A0JF-01A-11R-A056-07	1887.0
TCGA-BH-A0HP-01A-12R-A084-07	1887.0
TCGA-27-2524-01A-01R-1850-01	1888.0
TCGA-AB-2865-03A-01T-0736-13	1888.0
TCGA-IQ-7630-01A-11R-2081-07	1888.0
TCGA-14-0817-01A-01R-1849-01	1889.0
TCGA-C8-A1HE-01A-11R-A13Q-07	1889.0
TCGA-13-1410-01A-01R-1565-13	1890.0
TCGA-78-7147-01A-11R-2039-07	1890.0
TCGA-A1-A0SF-01A-11R-A144-07	1890.0
TCGA-C8-A26X-01A-31R-A16F-07	1890.0
TCGA-FI-A2F8-01A-12R-A17B-07	1890.0
TCGA-BH-A0BF-01A-21R-A12P-07	1891.0
TCGA-D8-A1XQ-01A-11R-A14M-07	1891.0
TCGA-E9-A1R2-01A-11R-A14D-07	1891.0
TCGA-FD-A3B5-01A-11R-A20F-07	1891.0
TCGA-55-7910-01A-11R-2170-07	1892.0
TCGA-A8-A09G-01A-21R-A00Z-07	1892.0
TCGA-AO-A03L-01A-41R-A056-07	1892.0
TCGA-29-1785-01A-01R-1567-13	1893.0
TCGA-20-1687-01A-01R-1566-13	1894.0
TCGA-A8-A092-01A-11R-A00Z-07	1894.0
TCGA-B8-4621-01A-01R-1503-07	1894.0
TCGA-14-1829-01A-01R-1850-01	1895.0
TCGA-CN-4722-01A-01R-1436-07	1895.0
TCGA-D8-A27P-01A-11R-A16F-07	1895.0
TCGA-DQ-5630-01A-01R-1873-07	1895.0
TCGA-12-5299-01A-02R-1849-01	1896.0
TCGA-49-6742-01A-11R-1858-07	1896.0
TCGA-AR-A0TT-01A-31R-A084-07	1896.0
TCGA-CZ-4863-01A-01R-1503-07	1896.0
TCGA-E2-A109-01A-11R-A10J-07	1896.0
TCGA-E2-A15E-06A-11R-A12D-07	1896.0
TCGA-55-6970-01A-11R-1949-07	1897.0
TCGA-AN-A0G0-01A-11R-A034-07	1897.0
TCGA-B0-4688-01A-01R-1277-07	1897.0
TCGA-B6-A0RE-01A-11R-A056-07	1897.0
TCGA-CN-4725-01A-01R-1436-07	1897.0
TCGA-DK-A3IU-01A-11R-A20F-07	1897.0
TCGA-B6-A0RH-01A-21R-A115-07	1898.0
TCGA-DV-5565-01A-01R-1541-07	1898.0
TCGA-71-6725-01A-11R-1858-07	1899.0
TCGA-A2-A25D-01A-12R-A16F-07	1899.0
TCGA-A8-A06U-01A-11R-A00Z-07	1899.0
TCGA-E2-A14Q-01A-11R-A12D-07	1899.0
TCGA-AX-A06H-01A-11R-A118-07	1900.0
TCGA-B0-5120-01A-01R-1420-07	1900.0
TCGA-BH-A0BT-01A-11R-A12P-07	1900.0
TCGA-D8-A1Y2-01A-11R-A157-07	1900.0
TCGA-19-1389-02A-21R-2005-01	1901.0
TCGA-AN-A046-01A-21R-A034-07	1901.0
TCGA-BP-4797-01A-01R-1305-07	1901.0
TCGA-19-2620-01A-01R-1850-01	1902.0
TCGA-61-1733-01A-01R-1567-13	1902.0
TCGA-BP-4162-01A-02R-1325-07	1902.0
TCGA-BH-A0B1-01A-12R-A056-07	1903.0
TCGA-E2-A1IH-01A-11R-A13Q-07	1903.0
TCGA-18-3419-01A-01R-0980-07	1904.0
TCGA-76-4932-01A-01R-1850-01	1904.0
TCGA-A2-A0T3-01A-21R-A115-07	1904.0
TCGA-AR-A2LO-01A-31R-A18M-07	1904.0
TCGA-BH-A0EE-01A-11R-A034-07	1904.0
TCGA-BP-5010-01A-02R-1420-07	1904.0
TCGA-CR-6492-01A-12R-2081-07	1904.0
TCGA-73-4666-01A-01R-1206-07	1905.0
TCGA-AR-A24T-01A-11R-A169-07	1905.0
TCGA-BH-A0E2-01A-11R-A056-07	1905.0
TCGA-E2-A1L7-01A-11R-A144-07	1905.0
TCGA-E9-A24A-01A-11R-A169-07	1906.0
TCGA-E9-A295-01A-11R-A16F-07	1906.0
TCGA-27-2528-01A-01R-1850-01	1907.0
TCGA-AK-3453-01A-02R-1277-07	1907.0
TCGA-CN-4733-01A-02R-1873-07	1907.0
TCGA-CZ-5460-01A-01R-1503-07	1907.0
TCGA-18-3415-01A-01R-0980-07	1908.0
TCGA-BP-5180-01A-01R-1426-07	1908.0
TCGA-GV-A3QH-01A-11R-A220-07	1908.0
TCGA-78-7146-01A-11R-2039-07	1909.0
TCGA-A2-A0T6-01A-11R-A084-07	1909.0
TCGA-AB-2836-03A-01T-0736-13	1909.0
TCGA-AR-A2LL-01A-11R-A180-07	1909.0
TCGA-AR-A24R-01A-11R-A169-07	1910.0
TCGA-BH-A1FN-01A-11R-A13Q-07	1910.0
TCGA-A2-A1FZ-01A-51R-A14D-07	1911.0
TCGA-B6-A0IM-01A-11R-A034-07	1911.0
TCGA-BP-4795-01A-02R-1420-07	1911.0
TCGA-CJ-6030-01A-11R-1672-07	1912.0
TCGA-43-2581-01A-01R-0851-07	1913.0
TCGA-D8-A1XZ-01A-11R-A14M-07	1913.0
TCGA-30-1891-01A-01R-1568-13	1914.0
TCGA-E9-A22E-01A-11R-A157-07	1914.0
TCGA-A2-A0T1-01A-21R-A084-07	1915.0
TCGA-BH-A208-01A-11R-A157-07	1916.0
TCGA-B0-5695-01A-11R-1541-07	1917.0
TCGA-E2-A1BD-01A-11R-A12P-07	1917.0
TCGA-FD-A3B7-01A-31R-A20F-07	1917.0
TCGA-55-6985-01A-11R-1949-07	1918.0
TCGA-A8-A075-01A-11R-A084-07	1919.0
TCGA-BT-A20X-01A-11R-A16R-07	1919.0
TCGA-CZ-5457-01A-01R-1503-07	1919.0
TCGA-44-6775-01A-11R-1858-07	1920.0
TCGA-60-2696-01A-01R-0851-07	1920.0
TCGA-AO-A0JA-01A-11R-A056-07	1920.0
TCGA-BH-A0DG-01A-21R-A12P-07	1920.0
TCGA-C8-A1HO-01A-11R-A13Q-07	1920.0
TCGA-CJ-4886-01A-01R-1305-07	1920.0
TCGA-05-4424-01A-22R-1858-07	1921.0
TCGA-63-6202-01A-11R-1820-07	1921.0
TCGA-A7-A0CD-01A-11R-A00Z-07	1921.0
TCGA-AB-2969-03A-01T-0734-13	1921.0
TCGA-A2-A25B-01A-11R-A169-07	1922.0
TCGA-AB-2869-03A-01T-0735-13	1922.0
TCGA-D8-A1JA-01A-11R-A13Q-07	1922.0
TCGA-E2-A1IG-01A-11R-A144-07	1922.0
TCGA-86-7713-01A-11R-2066-07	1923.0
TCGA-B4-5378-01A-01R-1503-07	1923.0
TCGA-BH-A1FU-01A-11R-A14D-07	1923.0
TCGA-DK-A2I4-01A-11R-A21D-07	1923.0
TCGA-C8-A12V-01A-11R-A115-07	1924.0
TCGA-E2-A14V-01A-11R-A12D-07	1924.0
TCGA-G2-A2EK-01A-22R-A18C-07	1924.0
TCGA-HD-7754-01A-11R-2081-07	1924.0
TCGA-55-7911-01A-11R-2170-07	1925.0
TCGA-B2-5633-01A-01R-1541-07	1925.0
TCGA-CN-5365-01A-01R-1436-07	1925.0
TCGA-CR-7392-01A-11R-2016-07	1925.0
TCGA-CJ-5686-01A-11R-1672-07	1926.0
TCGA-EW-A1P3-01A-11R-A144-07	1926.0
TCGA-A8-A095-01A-11R-A00Z-07	1927.0
TCGA-06-0686-01A-01R-1849-01	1928.0
TCGA-24-1555-01A-01R-1566-13	1928.0
TCGA-A2-A0EV-01A-11R-A034-07	1928.0
TCGA-AB-2870-03A-01T-0735-13	1928.0
TCGA-AO-A12D-01A-11R-A115-07	1928.0
TCGA-BH-A0HQ-01A-11R-A034-07	1928.0
TCGA-16-1045-01B-01R-1850-01	1929.0
TCGA-55-7574-01A-11R-2039-07	1929.0
TCGA-AB-2845-03B-01T-0748-13	1929.0
TCGA-BH-A0GZ-01A-11R-A056-07	1929.0
TCGA-55-6971-01A-11R-1949-07	1930.0
TCGA-A2-A0YL-01A-21R-A109-07	1930.0
TCGA-69-7765-01A-11R-2170-07	1931.0
TCGA-09-1666-01A-01R-1566-13	1932.0
TCGA-AB-2873-03A-01T-0735-13	1932.0
TCGA-CR-7376-01A-11R-2132-07	1932.0
TCGA-CZ-4856-01A-02R-1426-07	1932.0
TCGA-91-6829-01A-21R-1858-07	1933.0
TCGA-B6-A0RL-01A-11R-A084-07	1933.0
TCGA-E2-A1IU-01A-11R-A14D-07	1933.0
TCGA-B6-A0RI-01A-11R-A056-07	1934.0
TCGA-BH-A0DT-01A-21R-A12D-07	1934.0
TCGA-28-5204-01A-01R-1850-01	1935.0
TCGA-B6-A0IN-01A-11R-A034-07	1935.0
TCGA-AO-A0JD-01A-11R-A056-07	1936.0
TCGA-CZ-4860-01A-01R-1305-07	1936.0
TCGA-D8-A1Y1-01A-21R-A14M-07	1936.0
TCGA-GM-A2DN-01A-11R-A180-07	1936.0
TCGA-78-7158-01A-11R-2039-07	1937.0
TCGA-A2-A04V-01A-21R-A034-07	1937.0
TCGA-A8-A09K-01A-11R-A00Z-07	1937.0
TCGA-AN-A04D-01A-21R-A034-07	1938.0
TCGA-BH-A0BZ-01A-31R-A12P-07	1938.0
TCGA-CV-7236-01A-11R-2016-07	1939.0
TCGA-AR-A1AI-01A-11R-A12P-07	1940.0
TCGA-B0-5701-01A-11R-1541-07	1940.0
TCGA-D8-A1XG-01A-11R-A14D-07	1940.0
TCGA-CW-6097-01A-11R-1672-07	1941.0
TCGA-DV-5575-01A-01R-1541-07	1941.0
TCGA-E2-A14Z-01A-11R-A115-07	1941.0
TCGA-G2-A2EC-01A-11R-A180-07	1941.0
TCGA-78-7149-01A-11R-2039-07	1942.0
TCGA-AX-A1CI-01A-11R-A137-07	1942.0
TCGA-CR-6477-01A-11R-1873-07	1942.0
TCGA-E2-A10A-01A-21R-A115-07	1942.0
TCGA-43-6771-01A-11R-1820-07	1943.0
TCGA-B0-5706-01A-11R-1541-07	1943.0
TCGA-B5-A0JX-01A-21R-A14M-07	1943.0
TCGA-02-2486-01A-01R-1849-01	1944.0
TCGA-A1-A0SM-01A-11R-A084-07	1944.0
TCGA-C8-A12K-01A-21R-A115-07	1944.0
TCGA-B0-4827-01A-02R-1420-07	1945.0
TCGA-BH-A0DX-01A-11R-A115-07	1945.0
TCGA-E2-A108-01A-13R-A10J-07	1945.0
TCGA-E2-A10C-01A-21R-A10J-07	1945.0
TCGA-E9-A1R5-01A-11R-A14M-07	1945.0
TCGA-AR-A256-01A-11R-A169-07	1946.0
TCGA-BH-A0HX-01A-21R-A056-07	1946.0
TCGA-CJ-4876-01A-01R-1305-07	1946.0
TCGA-CR-7399-01A-11R-2016-07	1946.0
TCGA-E2-A15H-01A-11R-A12D-07	1946.0
TCGA-97-8179-01A-11R-2287-07	1947.0
TCGA-B0-5080-01A-01R-1503-07	1947.0
TCGA-C8-A274-01A-11R-A16F-07	1947.0
TCGA-DK-A1AC-01A-11R-A13Y-07	1947.0
TCGA-EW-A1OZ-01A-11R-A144-07	1947.0
TCGA-61-1721-01A-01R-1569-13	1948.0
TCGA-78-7154-01A-11R-2039-07	1948.0
TCGA-CV-7421-01A-11R-2081-07	1948.0
TCGA-CW-6087-01A-11R-1672-07	1948.0
TCGA-AR-A24V-01A-21R-A169-07	1949.0
TCGA-66-2783-01A-01R-1201-07	1950.0
TCGA-A1-A0SB-01A-11R-A144-07	1950.0
TCGA-AN-A0XO-01A-11R-A109-07	1950.0
TCGA-AR-A1AQ-01A-11R-A12P-07	1950.0
TCGA-E2-A10F-01A-11R-A10J-07	1950.0
TCGA-78-7537-01A-11R-2066-07	1951.0
TCGA-AN-A0XW-01A-11R-A109-07	1951.0
TCGA-B0-5705-01A-11R-1541-07	1951.0
TCGA-BH-A1FE-06A-11R-A213-07	1951.0
TCGA-DK-A1AD-01A-11R-A13Y-07	1951.0
TCGA-E9-A1R7-01A-11R-A14M-07	1951.0
TCGA-E9-A1N8-01A-11R-A144-07	1952.0
TCGA-B8-5162-01A-01R-1420-07	1953.0
TCGA-22-5481-01A-31R-1949-07	1954.0
TCGA-28-1747-01C-01R-1850-01	1954.0
TCGA-38-4629-01A-02R-1206-07	1954.0
TCGA-AO-A0JJ-01A-11R-A056-07	1954.0
TCGA-BT-A20W-01A-21R-A14Y-07	1954.0
TCGA-05-4395-01A-01R-1206-07	1955.0
TCGA-50-5051-01A-21R-1858-07	1955.0
TCGA-D6-6825-01A-21R-1915-07	1955.0
TCGA-EY-A212-01A-11R-A14M-07	1955.0
TCGA-GD-A3OP-01A-21R-A220-07	1955.0
TCGA-AB-2944-03A-01T-0740-13	1956.0
TCGA-BP-5173-01A-01R-1426-07	1956.0
TCGA-E2-A14S-01A-11R-A12D-07	1956.0
TCGA-24-1416-01A-01R-1565-13	1957.0
TCGA-55-6968-01A-11R-1949-07	1957.0
TCGA-AB-2821-03A-01T-0735-13	1957.0
TCGA-CN-6013-01A-11R-1686-07	1957.0
TCGA-97-7937-01A-11R-2170-07	1958.0
TCGA-AB-2946-03A-01T-0740-13	1958.0
TCGA-AN-A041-01A-11R-A034-07	1959.0
TCGA-BP-4177-01A-02R-1420-07	1959.0
TCGA-78-7153-01A-11R-2039-07	1960.0
TCGA-BH-A1EW-01A-11R-A137-07	1960.0
TCGA-CV-7255-01A-11R-2016-07	1960.0
TCGA-78-7542-01A-21R-2066-07	1961.0
TCGA-A1-A0SJ-01A-11R-A084-07	1961.0
TCGA-A3-3316-01A-01R-0864-07	1961.0
TCGA-AC-A23E-01A-11R-A157-07	1961.0
TCGA-B0-5812-01A-11R-1672-07	1961.0
TCGA-BH-A0DP-01A-21R-A056-07	1961.0
TCGA-D8-A1JK-01A-11R-A13Q-07	1961.0
TCGA-67-6217-01A-11R-1755-07	1962.0
TCGA-E9-A1N9-01A-11R-A14D-07	1962.0
TCGA-24-1544-01A-01R-1566-13	1963.0
TCGA-86-7955-01A-11R-2187-07	1963.0
TCGA-A8-A096-01A-11R-A00Z-07	1963.0
TCGA-BH-A1EV-01A-11R-A137-07	1963.0
TCGA-BP-5177-01A-01R-1426-07	1963.0
TCGA-CJ-4895-01A-01R-1305-07	1963.0
TCGA-CV-7413-01A-11R-2081-07	1963.0
TCGA-28-5209-01A-01R-1850-01	1964.0
TCGA-69-7763-01A-11R-2170-07	1964.0
TCGA-A2-A0SY-01A-31R-A084-07	1964.0
TCGA-AR-A0TX-01A-11R-A084-07	1966.0
TCGA-AR-A2LE-01A-11R-A180-07	1966.0
TCGA-B0-5691-01A-11R-1541-07	1966.0
TCGA-95-7567-01A-11R-2066-07	1967.0
TCGA-AB-2886-03A-01T-0735-13	1967.0
TCGA-C8-A273-01A-11R-A16F-07	1967.0
TCGA-CJ-4893-01A-01R-1305-07	1967.0
TCGA-26-5136-01B-01R-1850-01	1968.0
TCGA-A2-A0T0-01A-22R-A084-07	1968.0
TCGA-A8-A09D-01A-11R-A00Z-07	1968.0
TCGA-CR-7382-01A-11R-2132-07	1968.0
TCGA-AO-A03T-01A-21R-A034-07	1970.0
TCGA-D8-A1JJ-01A-31R-A14M-07	1970.0
TCGA-EC-A1QX-01A-31R-A16F-07	1970.0
TCGA-AB-3007-03A-01T-0736-13	1971.0
TCGA-AN-A04A-01A-21R-A034-07	1971.0
TCGA-CV-5430-01A-02R-1686-07	1971.0
TCGA-A2-A0T4-01A-31R-A084-07	1972.0
TCGA-86-7711-01A-11R-2066-07	1973.0
TCGA-50-6590-01A-12R-1858-07	1975.0
TCGA-69-7760-01A-11R-2170-07	1975.0
TCGA-B2-5636-01A-02R-1541-07	1975.0
TCGA-DK-A1AE-01A-11R-A13Y-07	1975.0
TCGA-E2-A15O-01A-11R-A115-07	1975.0
TCGA-14-1823-01A-01R-1849-01	1976.0
TCGA-BH-A0W4-01A-11R-A109-07	1976.0
TCGA-CJ-5678-01A-11R-1541-07	1976.0
TCGA-CJ-5680-01A-11R-1541-07	1976.0
TCGA-78-7536-01A-11R-2066-07	1977.0
TCGA-AK-3426-01A-02R-1325-07	1977.0
TCGA-B4-5377-01A-01R-1503-07	1977.0
TCGA-CQ-5331-01A-02R-1873-07	1977.0
TCGA-CZ-5985-01A-11R-1672-07	1977.0
TCGA-CV-7433-01A-11R-2132-07	1978.0
TCGA-DV-5566-01A-01R-1541-07	1978.0
TCGA-E9-A1NH-01A-11R-A14D-07	1978.0
TCGA-FD-A3N5-01A-11R-A21D-07	1978.0
TCGA-BH-A1FJ-01A-11R-A13Q-07	1979.0
TCGA-B6-A0WX-01A-11R-A109-07	1980.0
TCGA-BH-A0E6-01A-11R-A034-07	1980.0
TCGA-D8-A1JM-01A-11R-A13Q-07	1980.0
TCGA-29-1711-01A-01R-1567-13	1981.0
TCGA-A2-A0YD-01A-11R-A109-07	1981.0
TCGA-B0-5102-01A-01R-1420-07	1981.0
TCGA-CR-7391-01A-11R-2016-07	1981.0
TCGA-BH-A18U-01A-21R-A12D-07	1982.0
TCGA-55-7994-01A-11R-2187-07	1983.0
TCGA-BG-A0YV-01A-11R-A10J-07	1983.0
TCGA-CQ-6222-01A-11R-1915-07	1983.0
TCGA-CR-7397-01A-11R-2016-07	1983.0
TCGA-DK-A2HX-01A-12R-A18C-07	1983.0
TCGA-A1-A0SQ-01A-21R-A144-07	1984.0
TCGA-BT-A2LB-01A-11R-A18C-07	1984.0
TCGA-CR-6474-01A-11R-1873-07	1984.0
TCGA-49-4490-01A-21R-1858-07	1985.0
TCGA-AB-2940-03A-01T-0736-13	1985.0
TCGA-A2-A0EU-01A-22R-A056-07	1986.0
TCGA-BP-4329-01A-02R-1289-07	1986.0
TCGA-E9-A1NG-01A-21R-A14M-07	1986.0
TCGA-A8-A082-01A-11R-A00Z-07	1987.0
TCGA-B6-A0RS-01A-11R-A084-07	1987.0
TCGA-B6-A0WS-01A-11R-A115-07	1987.0
TCGA-D8-A1X8-01A-11R-A14M-07	1987.0
TCGA-13-1512-01A-01R-1565-13	1988.0
TCGA-B0-4834-01A-01R-1305-07	1988.0
TCGA-D8-A1XO-01A-11R-A14M-07	1988.0
TCGA-B0-5690-01A-11R-1541-07	1990.0
TCGA-BH-A0RX-01A-21R-A084-07	1990.0
TCGA-BP-4804-01A-02R-1305-07	1990.0
TCGA-CV-7245-01A-11R-2016-07	1990.0
TCGA-CV-6953-01A-11R-1915-07	1991.0
TCGA-EW-A1P8-01A-11R-A144-07	1991.0
TCGA-BP-5176-01A-01R-1426-07	1992.0
TCGA-CW-6090-01A-11R-1672-07	1992.0
TCGA-95-7944-01A-11R-2187-07	1993.0
TCGA-AB-2824-03A-01T-0736-13	1993.0
TCGA-BP-4769-01A-01R-1289-07	1993.0
TCGA-B0-4696-01A-01R-1277-07	1994.0
TCGA-BH-A0H0-01A-11R-A056-07	1994.0
TCGA-B0-5692-01A-11R-1541-07	1995.0
TCGA-BH-A0DI-01A-21R-A12P-07	1995.0
TCGA-CJ-4634-01A-02R-1325-07	1995.0
TCGA-FT-A3EE-01A-11R-A206-07	1995.0
TCGA-AB-3001-03A-01T-0736-13	1996.0
TCGA-C8-A1HF-01A-11R-A137-07	1996.0
TCGA-CR-6472-01A-11R-1873-07	1996.0
TCGA-CW-5581-01A-02R-1541-07	1996.0
TCGA-E2-A1LS-01A-12R-A157-07	1996.0
TCGA-55-7914-01A-11R-2170-07	1997.0
TCGA-CQ-6227-01A-11R-1915-07	1997.0
TCGA-GM-A2DK-01A-21R-A180-07	1997.0
TCGA-55-6979-01A-11R-1949-07	1998.0
TCGA-AO-A1KQ-01A-11R-A13Q-07	1998.0
TCGA-CQ-6229-01A-11R-1915-07	1998.0
TCGA-CV-7415-01A-11R-2081-07	1998.0
TCGA-CN-4736-01A-01R-1436-07	1999.0
TCGA-CV-7435-01A-11R-2132-07	1999.0
TCGA-91-6848-01A-11R-1949-07	2000.0
TCGA-A2-A0YC-01A-11R-A109-07	2000.0
TCGA-A8-A08F-01A-11R-A00Z-07	2000.0
TCGA-B6-A0RU-01A-11R-A084-07	2000.0
TCGA-FI-A2EX-01A-11R-A17B-07	2000.0
TCGA-49-4507-01A-01R-1206-07	2001.0
TCGA-78-7540-01A-11R-2066-07	2001.0
TCGA-A8-A07I-01A-11R-A00Z-07	2001.0
TCGA-CJ-4887-01A-01R-1305-07	2001.0
TCGA-E9-A1RH-01A-21R-A169-07	2001.0
TCGA-18-3421-01A-01R-0980-07	2002.0
TCGA-A5-A0GM-01A-11R-A040-07	2002.0
TCGA-CJ-5681-01A-11R-1541-07	2003.0
TCGA-CV-7250-01A-11R-2016-07	2003.0
TCGA-E9-A1NA-01A-11R-A144-07	2003.0
TCGA-AX-A06B-01A-11R-A00V-07	2005.0
TCGA-BP-4781-01A-01R-1305-07	2005.0
TCGA-CV-6935-01A-11R-1915-07	2005.0
TCGA-BH-A0AV-01A-31R-A115-07	2006.0
TCGA-27-2523-01A-01R-1850-01	2009.0
TCGA-A2-A0YM-01A-11R-A109-07	2009.0
TCGA-CN-6019-01A-11R-1686-07	2009.0
TCGA-28-1753-01A-01R-1850-01	2010.0
TCGA-78-7166-01A-12R-2066-07	2010.0
TCGA-AB-2830-03A-01T-0736-13	2010.0
TCGA-BG-A222-01A-11R-A157-07	2010.0
TCGA-CV-7247-01A-11R-2016-07	2010.0
TCGA-13-0924-01A-01R-1564-13	2011.0
TCGA-55-7907-01A-11R-2170-07	2011.0
TCGA-AB-2936-03A-01T-0740-13	2011.0
TCGA-CN-6021-01A-11R-1686-07	2011.0
TCGA-12-3652-01A-01R-1849-01	2012.0
TCGA-14-0789-01A-01R-1849-01	2012.0
TCGA-A2-A0SV-01A-11R-A084-07	2012.0
TCGA-B0-4712-01A-01R-1503-07	2012.0
TCGA-BP-4762-01A-02R-1289-07	2012.0
TCGA-CV-6951-01A-11R-1915-07	2012.0
TCGA-E9-A1RE-01A-11R-A157-07	2012.0
TCGA-AB-2881-03A-01T-0735-13	2013.0
TCGA-BT-A3PH-01A-11R-A220-07	2013.0
TCGA-21-1079-01A-01R-0692-07	2014.0
TCGA-A2-A0CW-01A-21R-A115-07	2014.0
TCGA-B6-A0WY-01A-11R-A109-07	2014.0
TCGA-CJ-5675-01A-11R-1541-07	2014.0
TCGA-CZ-5458-01A-01R-1503-07	2014.0
TCGA-78-7160-01A-11R-2039-07	2015.0
TCGA-A8-A07W-01A-11R-A00Z-07	2015.0
TCGA-78-7148-01A-11R-2039-07	2017.0
TCGA-A2-A0YG-01A-21R-A109-07	2017.0
TCGA-C8-A1HN-01A-11R-A137-07	2017.0
TCGA-A2-A0CX-01A-21R-A00Z-07	2018.0
TCGA-CJ-4904-01A-02R-1426-07	2018.0
TCGA-E9-A1N5-01A-11R-A14D-07	2018.0
TCGA-97-7938-01A-11R-2170-07	2019.0
TCGA-B6-A0X7-01A-11R-A10J-07	2019.0
TCGA-CR-7377-01A-11R-2016-07	2019.0
TCGA-66-2765-01A-01R-0851-07	2020.0
TCGA-CZ-5469-01A-01R-1503-07	2020.0
TCGA-CJ-6028-01A-11R-1672-07	2021.0
TCGA-CV-5440-01A-01R-1514-07	2021.0
TCGA-CR-5250-01A-01R-1514-07	2022.0
TCGA-B8-5545-01A-01R-1672-07	2023.0
TCGA-C8-A12L-01A-11R-A115-07	2023.0
TCGA-CN-6994-01A-11R-1915-07	2023.0
TCGA-18-3408-01A-01R-0980-07	2024.0
TCGA-44-7671-01A-11R-2066-07	2024.0
TCGA-49-4506-01A-01R-1206-07	2024.0
TCGA-A2-A0YE-01A-11R-A109-07	2024.0
TCGA-CN-5364-01A-01R-1436-07	2024.0
TCGA-67-3774-01A-01R-0946-07	2025.0
TCGA-13-1498-01A-01R-1565-13	2026.0
TCGA-A2-A0ER-01A-21R-A034-07	2026.0
TCGA-A8-A079-01A-21R-A00Z-07	2026.0
TCGA-A8-A08R-01A-11R-A034-07	2027.0
TCGA-E9-A1NF-01A-11R-A14D-07	2027.0
TCGA-61-1725-01A-01R-1567-13	2028.0
TCGA-BH-A0H7-01A-13R-A056-07	2028.0
TCGA-D1-A0ZQ-01A-11R-A118-07	2028.0
TCGA-AB-2823-03A-01T-0736-13	2029.0
TCGA-AO-A0JL-01A-11R-A056-07	2029.0
TCGA-BH-A0C1-01B-11R-A12D-07	2029.0
TCGA-CJ-4871-01A-01R-1305-07	2029.0
TCGA-CN-4731-01A-01R-1436-07	2029.0
TCGA-CZ-5461-01A-01R-1503-07	2029.0
TCGA-AR-A2LH-01A-31R-A18M-07	2030.0
